"ZREGION";"ZREGION";"ZFUELTYP";"ZFUELTYP";"ZFUELCAT";"ZFUELCAT";"ZCOUNTRY";"ZCOUNTRY";"ZCONTI";"ZCONTI";"ZCALYEAR";"ZCALYEAR";"1ROWCOUNT0000000000000009";"ZCONSBCF00000000000000008";"ZCONSBCF00000000000000008";"ZCONSBCM00000000000000008";"ZCONSBCM00000000000000008";"ZCONSMT000000000000000007";"ZCONSMT000000000000000007";"ZCONSMTO00000000000000008";"ZCONSMTO00000000000000008";"ZCONSTBD00000000000000008";"ZCONSTBD00000000000000008";"ZCONSTW000000000000000007";"ZCONSTW000000000000000007"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1975";"01975";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1976";"01976";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1977";"01977";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1978";"01978";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1979";"01979";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1980";"01980";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1981";"01981";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1982";"01982";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1983";"01983";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1984";"01984";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1985";"01985";"1";"0";"MT";"8";"BCF";"0";"TBD";"87";"BCM";"78";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1986";"01986";"1";"0";"MT";"9";"BCF";"0";"TBD";"92";"BCM";"83";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1987";"01987";"1";"0";"MT";"9";"BCF";"0";"TBD";"94";"BCM";"85";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1988";"01988";"1";"0";"MT";"10";"BCF";"0";"TBD";"100";"BCM";"90";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1989";"01989";"1";"0";"MT";"10";"BCF";"0";"TBD";"101";"BCM";"91";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1990";"01990";"1";"0";"MT";"12";"BCF";"0";"TBD";"124";"BCM";"112";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1991";"01991";"1";"0";"MT";"11";"BCF";"0";"TBD";"118";"BCM";"106";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1992";"01992";"1";"0";"MT";"10";"BCF";"0";"TBD";"100";"BCM";"90";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1993";"01993";"1";"0";"MT";"9";"BCF";"0";"TBD";"90";"BCM";"81";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1994";"01994";"1";"0";"MT";"8";"BCF";"0";"TBD";"79";"BCM";"71";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1995";"01995";"1";"0";"MT";"7";"BCF";"0";"TBD";"74";"BCM";"67";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1996";"01996";"1";"0";"MT";"8";"BCF";"0";"TBD";"80";"BCM";"72";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1997";"01997";"1";"0";"MT";"7";"BCF";"0";"TBD";"72";"BCM";"65";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1998";"01998";"1";"0";"MT";"6";"BCF";"0";"TBD";"67";"BCM";"60";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"1999";"01999";"1";"0";"MT";"7";"BCF";"0";"TBD";"71";"BCM";"64";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"2000";"02000";"1";"0";"MT";"7";"BCF";"0";"TBD";"71";"BCM";"64";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"2001";"02001";"1";"0";"MT";"7";"BCF";"0";"TBD";"69";"BCM";"62";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"2002";"02002";"1";"0";"MT";"7";"BCF";"0";"TBD";"68";"BCM";"61";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"2003";"02003";"1";"0";"MT";"7";"BCF";"0";"TBD";"69";"BCM";"62";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"2004";"02004";"1";"0";"MT";"7";"BCF";"0";"TBD";"69";"BCM";"62";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"2005";"02005";"1";"0";"MT";"7";"BCF";"0";"TBD";"69";"BCM";"62";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"2006";"02006";"1";"0";"MT";"6";"BCF";"0";"TBD";"67";"BCM";"60";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"2007";"02007";"1";"0";"MT";"6";"BCF";"0";"TBD";"63";"BCM";"57";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"2008";"02008";"1";"0";"MT";"6";"BCF";"0";"TBD";"60";"BCM";"54";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"2009";"02009";"1";"0";"MT";"5";"BCF";"0";"TBD";"47";"BCM";"42";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Ukraine";"AS   EUA  Ukraine";"AS";"AS";"2010";"02010";"1";"0";"MT";"5";"BCF";"0";"TBD";"52";"BCM";"47";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1965";"01965";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1966";"01966";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1967";"01967";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1968";"01968";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1969";"01969";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1970";"01970";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1971";"01971";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1972";"01972";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1973";"01973";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1974";"01974";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1975";"01975";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1976";"01976";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1977";"01977";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1978";"01978";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1979";"01979";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1980";"01980";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1981";"01981";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1982";"01982";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1983";"01983";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1984";"01984";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1985";"01985";"1";"0";"MT";"3";"BCF";"0";"TBD";"32";"BCM";"29";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1986";"01986";"1";"0";"MT";"3";"BCF";"0";"TBD";"31";"BCM";"28";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1987";"01987";"1";"0";"MT";"3";"BCF";"0";"TBD";"32";"BCM";"29";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1988";"01988";"1";"0";"MT";"3";"BCF";"0";"TBD";"32";"BCM";"29";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1989";"01989";"1";"0";"MT";"3";"BCF";"0";"TBD";"34";"BCM";"30";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1990";"01990";"1";"0";"MT";"3";"BCF";"0";"TBD";"36";"BCM";"32";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1991";"01991";"1";"0";"MT";"3";"BCF";"0";"TBD";"36";"BCM";"32";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1992";"01992";"1";"0";"MT";"3";"BCF";"0";"TBD";"36";"BCM";"33";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1993";"01993";"1";"0";"MT";"4";"BCF";"0";"TBD";"39";"BCM";"36";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1994";"01994";"1";"0";"MT";"4";"BCF";"0";"TBD";"40";"BCM";"36";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1995";"01995";"1";"0";"MT";"4";"BCF";"0";"TBD";"41";"BCM";"37";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1996";"01996";"1";"0";"MT";"4";"BCF";"0";"TBD";"42";"BCM";"38";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1997";"01997";"1";"0";"MT";"4";"BCF";"0";"TBD";"44";"BCM";"40";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1998";"01998";"1";"0";"MT";"4";"BCF";"0";"TBD";"46";"BCM";"41";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"1999";"01999";"1";"0";"MT";"5";"BCF";"0";"TBD";"48";"BCM";"43";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"2000";"02000";"1";"0";"MT";"4";"BCF";"0";"TBD";"46";"BCM";"41";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"2001";"02001";"1";"0";"MT";"5";"BCF";"0";"TBD";"50";"BCM";"45";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"2002";"02002";"1";"0";"MT";"5";"BCF";"0";"TBD";"51";"BCM";"46";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"2003";"02003";"1";"0";"MT";"4";"BCF";"0";"TBD";"46";"BCM";"41";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"2004";"02004";"1";"0";"MT";"4";"BCF";"0";"TBD";"43";"BCM";"39";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"2005";"02005";"1";"0";"MT";"4";"BCF";"0";"TBD";"43";"BCM";"38";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"2006";"02006";"1";"0";"MT";"4";"BCF";"0";"TBD";"42";"BCM";"38";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"2007";"02007";"1";"0";"MT";"4";"BCF";"0";"TBD";"46";"BCM";"41";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"2008";"02008";"1";"0";"MT";"5";"BCF";"0";"TBD";"49";"BCM";"44";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"2009";"02009";"1";"0";"MT";"4";"BCF";"0";"TBD";"44";"BCM";"39";"MTO";"0";"TWH"
"Eurasia";"EUA";"Natural Gas";"NGS";"Non Renewable";"NR";"AS/EUA/Uzbekistan";"AS   EUA  Uzbekistan";"AS";"AS";"2010";"02010";"1";"0";"MT";"4";"BCF";"0";"TBD";"46";"BCM";"41";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1965";"01965";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1966";"01966";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1967";"01967";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1968";"01968";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1969";"01969";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1970";"01970";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1971";"01971";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1972";"01972";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1973";"01973";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1974";"01974";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1975";"01975";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1976";"01976";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1977";"01977";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1978";"01978";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1979";"01979";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1980";"01980";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1981";"01981";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1982";"01982";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1983";"01983";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Eurasia";"EUA";"NUC";"NUC";"Renewable";"RE";"AS/EUA/Kazakhstan";"AS   EUA  Kazakhstan";"AS";"AS";"1984";"01984";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
